	cell type: Hematopoietic stem cell_CD133+ CD34dim_to_cell type: Hematopoietic stem cell_CD38- CD34+	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Common myeloid progenitor	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Early B-cell	cell type: Early B-cell_to_cell type: Pro B-cell	cell type: Pro B-cell_to_cell type: Naïve B-cells	cell type: Naïve B-cells_to_cell type: Mature B-cells	cell type: Naïve B-cells_to_cell type: Mature B-cell class able to switch	cell type: Naïve B-cells_to_cell type: Mature B-cell class switched	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Naive CD8+ T-cell	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Naive CD4+ T-cell	cell type: Naive CD4+ T-cell_to_cell type: CD4+ Central Memory	cell type: Naive CD4+ T-cell_to_cell type: CD4+ Effector Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Central Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Effector Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Effector Memory RA	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: NKT	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56+ CD16+ CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56- CD16+ CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56- CD16- CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Plasmacytoid Dendritic Cell	cell type: Common myeloid progenitor_to_cell type: Myeloid Dendritic Cell	cell type: Common myeloid progenitor_to_cell type: Granulocyte/monocyte progenitor	cell type: Common myeloid progenitor_to_cell type: Megakaryocyte/ erythroid progenitor	cell type: Megakaryocyte/ erythroid progenitor_to_cell type: Erythroid_CD34+ CD71+ GlyA-	cell type: Erythroid_CD34+ CD71+ GlyA-_to_cell type: Erythroid_CD34- CD71+ GlyA-	cell type: Erythroid_CD34- CD71+ GlyA-_to_cell type: Erythroid_CD34- CD71+ GlyA+	cell type: Erythroid_CD34- CD71+ GlyA+_to_cell type: Erythroid_CD34- CD71lo GlyA+	cell type: Erythroid_CD34- CD71lo GlyA+_to_cell type: Erythroid_CD34- CD71- GlyA+	cell type: Megakaryocyte/ erythroid progenitor_to_cell type: Colony Forming Unit-Megakaryocytic	cell type: Colony Forming Unit-Megakaryocytic_to_cell type: Megakaryocyte	cell type: Granulocyte/monocyte progenitor_to_cell type: Colony Forming Unit-Granulocyte	cell type: Colony Forming Unit-Granulocyte_to_cell type: Granulocyte (Neutrophilic Metamyelocyte)	cell type: Granulocyte (Neutrophilic Metamyelocyte)_to_cell type: Granulocyte (Neutrophil)	cell type: Granulocyte/monocyte progenitor_to_cell type: Colony Forming Unit-Monocyte	cell type: Colony Forming Unit-Monocyte_to_cell type: Monocyte	cell type: Granulocyte/monocyte progenitor_to_cell type: Eosinophill	cell type: Granulocyte/monocyte progenitor_to_cell type: Basophils
HOXC13	-0.00082077	-0.00034399	-0.00036809	-0.0019322	0.00015363	0.00014857	2.3918e-05	0.00056702	-0.00033209	-0.01302	-0.00097215	-6.2867e-05	0.00012123	-0.00040494	-0.00017252	-0.051316	-0.00015135	0.022934	-0.0008732	-0.00017595	-0.00021738	-0.024772	-0.0013633	0.00055523	-0.0003844	-4.5053e-05	0.006442	0.00053793	0.00066072	-0.00051079	0.0056449	0.00025532	-5.8933e-05	0.00074964	-0.00036184	-0.00032182	0.00025994
PPARA	-0.00066266	-0.022489	0.038694	-0.036556	-0.00085851	-0.011397	-0.028682	0.0040299	0.012534	-0.0020544	0.00050473	-0.015324	0.038763	0.00029074	-0.096673	0.00036987	0.00098561	0.0017476	-0.00059704	-0.068451	-0.00073308	0.016476	0.020931	-0.00053916	0.00083842	-0.00029927	-0.027059	0.11513	-0.00037943	0.00037943	7.8962e-05	0.0037291	0.0006468	0.00042805	0.00026946	0.00071423	-0.00059258
ING4	0.030041	0.0083157	0.00055193	-0.00083516	-0.00042646	0.00072541	0.00010666	-0.00078943	0.00011271	-9.1757e-05	0.00048732	-0.00051164	-0.0002718	0.00073983	-0.0007304	0.0069127	-5.5383e-05	-0.0003489	0.00030013	-0.00015619	0.00041426	-0.0094609	-0.00023725	-0.0005351	-0.066335	0.060557	-0.00057721	0.00012652	0.00011753	-7.9706e-07	0.00071531	-0.00069908	0.0002696	0.00072178	0.00027884	-0.00070669	-0.00016806
BRF1	0.0001164	-0.0091072	0.0072671	2.3808e-05	-0.00082254	0.00016823	0.028508	-0.017628	-0.00032471	0.023442	-0.015856	-0.00067937	0.00026507	0.00082675	0.00043689	-0.026761	-0.00023106	-0.00070868	0.05101	0.00016063	0.015569	0.031023	0.00079669	0.00014974	-0.00054139	-0.042852	0.075847	0.00010395	-0.00057049	0.00062263	-0.010269	0.018345	0.036298	-0.015526	-0.055699	-0.00049933	0.041338
ZEB1	0.063645	0.00094829	0.03057	0.00067133	0.00014254	-0.088225	-0.00049023	-0.00064332	0.00055179	0.0005689	8.1009e-05	-0.068868	-5.0902e-05	0.082073	0.00053829	0.00057537	-0.00061368	-0.00088795	0.00039275	-0.038839	0.00057495	0.00087888	-0.00037292	0.011833	-0.00087185	-0.00061558	-0.00037143	0.00035541	-0.00045335	-0.00067877	-0.00059983	-0.00065327	-0.00013051	-0.00022773	-0.010634	-0.00093667	0.00020516
ING1	-0.11203	-0.03086	-0.00032375	-0.00010063	-0.00032666	0.00078277	0.00074966	-0.03313	-3.3108e-05	-0.00065228	0.11334	-0.00057041	-2.7781e-06	-0.0004271	-0.00018102	-0.00052442	-0.00055107	-0.00010231	-0.00011133	0.0009049	0.00045536	0.038251	-0.00078626	0.029167	0.00071646	0.00070508	0.00059501	0.00076328	2.3851e-05	-0.079455	-0.0074242	-0.00035829	0.00035829	0.00042936	-2.6952e-05	-2.6413e-05	0.00026723
ZEB2	0.04712	-0.00077101	-0.00056309	0.00064854	-0.00044915	-8.4899e-05	0.00047854	0.00023766	-0.00057372	1.0186e-06	-0.000521	0.00026725	0.00010541	-0.00050777	0.0059117	7.4286e-06	-0.0003458	-0.00044381	-0.00021195	-0.00041888	0.00019643	1.0037e-05	0.00022157	0.00042648	-0.00089083	-0.00056594	0.00061343	0.00094755	-0.00055289	0.00091835	0.00010994	0.015083	-3.1442e-06	0.038215	0.00027333	-0.00081496	0.094862
TFAP4	-0.0003377	-0.00024543	0.000455	-0.0012694	-0.00037335	-0.00091497	0.00027726	0.00065389	0.065922	-0.031164	0.31613	-0.00058937	-0.00076585	-0.24101	-0.16851	-0.0035302	0.00054824	0.011796	-0.00089433	0.00059064	0.00039875	3.2308e-05	-0.00057558	0.00076336	-0.00041766	0.00046968	-0.00022806	0.00057318	-0.00051177	0.00091045	0.00032963	-0.00056918	0.00010682	-0.00071449	0.00025217	0.00075992	-7.6432e-05
HLX	0.00071668	-0.00031098	0.00088746	-0.0011401	0.00043274	0.00043074	-0.00070691	-0.00046834	-0.00037505	0.00068598	-7.8579e-05	-0.00079964	-0.00022181	0.00012237	-0.00041301	-0.00044942	-0.00025267	0.0064457	-7.235e-06	-3.9721e-05	0.10047	0.00040317	0.00046919	-0.00057303	-0.00064396	0.00046609	0.00048935	-0.00014933	-0.0004952	-0.028986	0.00065721	-2.307e-05	-0.12807	0.0036584	-0.0035242	-0.00063299	-0.00092587
SPDEF	-0.00036369	0.010451	-0.00069663	0.00060081	4.8411e-05	-0.011049	0.00025732	0.010432	0.047971	-0.00037476	0.00058467	0.00076323	-0.047542	-0.00085355	0.00017198	0.0005214	0.0013276	-1.6344e-06	0.00026738	-0.00045048	0.00027585	-0.029291	-0.017168	-0.00075609	-0.00035966	0.008896	-0.00087342	0.00050233	0.00065344	0.00053347	0.019167	-0.0001404	-0.00042571	-0.00037197	0.0002415	0.00055479	-0.074933
ZNF425	-0.00094643	-8.0692e-05	-0.00034761	0.00048428	-0.00011649	0.000224	-0.00022351	-7.8658e-05	0.00039008	-0.00072911	0.00031822	-0.00041413	0.00034891	-0.00014535	0.00030123	0.00010584	-0.00011558	0.00023306	0.00048315	0.0009545	0.00021619	0.00031889	-0.00021973	0.00028969	0.00010695	0.00041531	0.00028937	-0.00073803	0.00071267	-0.00016807	0.00015286	0.00041426	0.00031024	-0.00012777	-0.00045965	-0.00029217	4.0347e-05
PRDM1	-0.049737	0.04995	0.077906	-0.0009408	0.00033808	-0.027571	-0.05306	0.0025134	0.049526	0.00087611	0.0076557	-0.020233	-0.00044611	0.038793	0.00037157	0.061079	0.040577	0.0004021	0.034726	-8.5506e-05	0.00094889	-0.00053855	0.0020325	-0.0004695	0.00025107	-4.6802e-05	-0.00079379	0.00045687	-0.0010108	-0.00047064	0.0012393	0.0005796	0.00082832	-0.00062135	-0.00082113	-0.00037582	0.018977
HES1	0.00049366	-0.00031485	0.00041114	0.00091309	-0.0098536	-0.00010034	0.00022778	-0.00024664	-0.20377	0.18972	0.00064266	0.0050685	-0.00013218	-0.00087513	0.25691	0.00081333	-0.00036123	-0.019077	0.0065013	0.00084562	-0.0001552	0.00016168	0.00014099	0.00066729	0.00065934	-0.00032298	-0.0039799	0.0093849	-0.00073305	7.6336e-05	0.010964	0.00033304	0.00037246	0.014997	-0.067833	-0.0033904	-0.0005604
HES4	0.00057989	0.00062847	-0.00043423	0.016187	0.00071585	0.00027613	-0.00085336	-0.12028	-0.00034044	0.00033195	-0.00070909	0.00099371	0.00059821	-0.00016008	0.00025962	0.00024128	-0.0003295	-0.0075805	0.00054994	0.00028904	0.00069719	0.00023576	-8.6181e-05	0.00077547	-0.00075562	-0.00078126	-0.00042131	-0.0002591	0.00017591	0.02553	0.00033316	-0.0002829	1.2583e-05	0.00091886	0.00038183	0.00034883	0.00074501
HES7	-2.6831e-05	-0.00067003	-0.00016367	-0.00024054	0.0005058	-0.0001846	-0.00017101	-0.00051568	-0.00039972	-6.942e-05	0.00035808	-9.3853e-05	-0.0002858	0.00034785	0.00017103	0.00091377	2.8375e-06	0.00089386	0.00049855	-0.00029049	-0.0053739	0.00045633	0.00069414	-0.00049809	0.00040456	-0.00064632	3.6681e-05	0.00041208	-0.00020642	-8.0208e-05	0.00090832	-8.3592e-05	-0.0003265	0.00014428	0.00055076	-0.00019571	0.00078489
TRERF1	9.8092e-05	0.00057833	9.4262e-05	0.00035167	-0.00013464	0.00025166	0.00015018	0.00013464	-0.00090707	0.00030782	0.00037217	0.00054981	-0.00045728	0.00024702	0.0013745	0.00044593	-0.00074428	9.975e-05	0.01901	-0.00067619	-0.00014288	0.029047	-0.00036226	0.00073056	-0.00050074	0.00070153	-0.0011034	0.00040193	0.00086679	-3.3161e-05	-0.00054144	-0.028419	-0.00065592	0.00017198	-0.00012311	-0.19805	0.00064303
SMAD4	0.00043846	0.0073404	-0.00090723	0.0096137	-0.00076138	0.0010097	-0.017305	-0.00069347	0.00079807	0.00052209	0.002167	0.00016983	-0.00031141	-0.091433	0.010851	0.00078267	0.020944	0.00082428	-0.012361	-0.0003182	0.00072952	-0.0025406	0.00015067	0.10729	-0.17892	0.00091381	-4.9647e-05	0.10458	-0.00017391	0.00058834	0.0071631	0.0047088	0.00013115	-0.00074897	2.4643e-05	2.7836e-05	0.13116
SMAD7	0.013342	-0.0002944	-0.058231	0.016435	0.037738	0.0069009	-1.5123e-05	-0.00045174	4.644e-05	-0.025438	0.00012715	0.052529	-0.00028232	-0.004172	0.00069657	0.00080877	-0.032229	0.00029244	0.00030029	-0.0084167	-0.0037769	-0.00086627	-0.0091544	0.00087262	0.014405	0.00021303	-0.010113	0.0017124	-0.00027076	-0.00069114	-0.0001734	-2.2763e-05	-0.00026733	-0.00013233	0.00020721	0.00021489	0.042058
SP5	-0.00046373	-0.00051236	0.00025958	8.7789e-05	0.00052595	-0.00022065	-0.00020801	-1.0199e-05	-3.9164e-05	-8.4446e-05	0.080998	0.00012352	-0.00034159	-0.00021354	-0.00040618	0.00082551	-5.0694e-05	-0.00023986	0.0001034	-0.00068533	0.00072358	0.00025028	0.00050891	3.4123e-05	-0.00026573	-0.00077123	0.1733	-0.14387	0.00025279	0.0002527	0.00011255	0.00038351	0.00069387	-0.0003528	0.00069574	0.00032514	0.00011874
SMAD3	0.039593	0.0087539	0.00031992	-0.00051526	-0.00085714	-0.00067629	-0.00081704	0.00025908	0.0004704	0.00084865	9.0237e-05	-0.044167	-0.00094619	0.00054349	0.010888	-0.00030949	-7.1459e-05	0.00044269	0.00018359	0.00048172	-0.00042666	-0.0005586	0.00046161	-0.00087857	-0.00044781	-0.00035002	-0.062769	0.022031	0.0045623	0.054591	-0.00044606	-0.0002802	-0.00019399	0.00065527	-0.0078472	-0.00064852	-0.0072087
FOXM1	0.00043223	0.012467	0.00087122	0.00091016	-0.00027272	-0.00016505	0.00046413	0.0083382	0.011508	0.011121	-0.00047051	-0.013695	-0.0004668	0.00039658	0.071571	0.00032963	-0.020228	0.00016544	0.013736	9.3754e-05	0.00017252	-0.00019473	0.00020239	0.070045	-0.060349	-0.11165	0.1449	-0.00054887	0.00031229	-0.00056804	-0.00083116	-0.0099397	-0.00035175	0.00040564	-0.00073782	-0.01352	0.0053272
REL	-0.00052518	6.966e-05	0.00046314	-0.00031269	-0.024422	0.11116	0.00074215	-0.00035264	0.0034993	-0.0074387	-0.058858	0.00055755	-8.7786e-05	0.00044748	0.00012243	-0.033599	-0.007116	0.045572	3.7244e-05	-0.00050958	0.00044636	-0.010352	-0.0069229	-4.4442e-05	-0.00023736	-0.0096423	0.028794	-0.00052856	-0.00026284	-0.00030412	-0.016145	0.00016483	0.04306	-0.00075177	0.00057039	0.00016146	-0.00048503
NCOA3	-0.00011609	0.00020582	0.0023101	-8.3034e-05	0.0001825	0.00018909	-0.016411	0.064138	0.043282	0.00051862	-0.00075795	-0.0069399	0.00052816	0.00070162	-0.00059542	-0.00024705	-0.00012076	0.00036131	0.00077498	0.0076291	0.00090508	4.3877e-05	0.00052676	0.03916	-0.0064664	-0.00078539	-0.00067733	0.041772	-0.01454	0.0014693	-0.00038797	-0.00060334	0.028594	0.036289	-0.012088	-7.1647e-05	0.00029079
SPI1	0.1149	0.0044094	-0.00015791	-0.00022053	0.025708	0.00022808	-0.00030453	0.00035934	-0.028819	0.00038459	-8.9291e-05	-0.0001626	-0.0005304	-0.0006439	0.11022	-0.028697	-0.00095459	0.039237	2.8396e-05	-0.010985	0.00019735	-0.00034765	-0.013273	-0.0028373	0.033646	-0.018633	0.00033521	-0.040542	-0.00051353	-0.00072022	0.00087545	-0.001064	9.8972e-05	0.00022258	-0.030197	0.00073328	0.011933
NCOA6	8.3253e-05	0.00037823	0.00024658	-0.00089084	2.8149e-05	-9.9078e-05	0.00061611	0.00061611	6.9244e-05	0.00028187	-0.0007412	0.00030103	-0.00069143	0.0001031	-6.9244e-05	0	0.00067936	0.00032114	9.2124e-05	0.00029553	-0.00037823	0.00038419	-0.00010092	-0.00075106	0.00047375	0	9.8868e-05	-4.2967e-05	-0.00046932	0.00019201	0.00040286	0.0005122	-0.010408	-0.088094	4.2713e-06	-0.0005573	2.9612e-05
HIC1	-0.00017657	-0.017362	0.00066612	-0.00013673	-0.00038733	-0.00078647	-7.3916e-05	0.00081465	0.01397	-0.0007762	-0.025804	8.9676e-05	0.00023513	-0.0005758	-0.00047989	-0.010576	-0.00031044	0.0004007	-0.00044456	0.20773	-0.09931	0.00090756	0.015832	0.00049306	-9.7826e-05	-0.0004231	0.00054873	0.11422	0.00075847	0.00028438	-0.00071489	-0.0001964	0.00017401	-8.4257e-05	-0.0001986	0.00079155	4.8834e-05
CIITA	0.00059997	0.00057579	-0.012288	0.00090785	0.00043456	0.035559	0.02467	-0.00087905	-0.0003159	-0.00019608	0.00085256	-0.00029922	0.00036771	-0.00092165	-0.00030793	0.068412	0.00078967	-0.0017463	0.066721	-0.012668	0.00015808	-0.00036854	-0.00064871	-0.00042492	0.038806	0.00058396	-0.00055297	-0.18977	0.0001969	-0.00026001	-0.043023	0.022231	-0.00061123	0.0001239	-0.0001907	-0.00034099	-0.00024071
SMC3	0.00016402	0.00050255	-0.00033694	0.00012925	0.00020273	-0.00086851	-0.00088283	0.00033653	0.00060593	-9.5834e-05	-0.00043714	5.8637e-05	-0.00060593	0.04752	-0.0054485	-0.00075945	-0.00066369	0.00063501	6.5395e-05	0.03359	0.00012297	-0.00074664	0.00016114	-0.00043	0.00065077	-0.00088448	-0.00031371	0.00048686	-0.00025731	0.00036786	-7.01e-05	0.00031838	0.09328	-7.3684e-07	0.000364	-0.00074483	0.14729
NR2F6	0.00062681	0.00025532	0.00084016	-0.019877	0.00058361	-0.00078665	0.0001301	-0.00067381	-0.00024233	0.00056112	-0.00051128	-0.00084866	3.7791e-05	0.008856	-0.00012721	-0.00044184	0.001205	-0.00011334	-0.00083324	0.0037889	-0.00066696	-0.016083	-0.00040777	-0.00013508	2.9383e-05	-0.00075326	0.022341	-0.00071677	0.00010024	-9.4863e-05	0.0050432	0.02167	-0.00023303	0.00042378	0.00047231	-0.023288	0.020969
NR2F1	7.6288e-05	-0.00021058	-0.00075433	0.00044585	0.0001494	0.00069551	-0.00031864	-0.00041585	0.00027943	0.00072617	-0.050544	0.012806	0.00042996	-0.0004267	0.00024735	-5.5755e-05	-0.00060455	0.00060217	-0.00016309	-0.00018155	-0.00036981	-0.00016366	2.0885e-05	0.00021469	-0.00022142	0.00016797	0.00078022	-0.011114	0.00034503	-0.00055467	0.00018807	0.040891	-0.00037601	-0.008458	0.00061221	-0.00017682	-0.015434
NR2F2	0.00035279	-0.0009951	0.0092105	-0.0046484	0.0028569	-0.00047254	-0.00028859	-0.010154	-0.00057067	0.00056519	-0.00037644	-0.00037989	0.00070127	0.0091741	-0.00060127	-0.00052661	-0.048648	0.00015484	-0.00011739	-2.9898e-05	-0.00083295	-0.00086843	-0.0040217	0.023912	0.00039295	-0.0045309	-0.00040903	0.00011987	-0.02263	0.025033	-0.00056472	-0.00038008	0.00081823	2.0761e-05	0.00011263	0.0070834	-0.00088961
LCOR	-0.0003258	0.00061306	-0.00032695	-0.0003115	0.00032299	-0.00011289	0.023897	-0.07201	-0.00042835	0.00069041	-0.00095612	-0.055311	0.007427	0.038725	-0.00015564	-0.00033443	-0.00043148	-0.00077271	0.00012505	-0.00036054	0.0002214	-0.00027808	-0.001096	6.9746e-05	0.00054005	0.065115	-0.00090239	-0.076295	9.944e-05	-0.00069506	-0.002396	0.00026993	0.00079348	0.00089628	0.00025263	-0.00046962	0.00095994
PTTG1	1.8339e-05	0.00075832	-0.00072047	-8.897e-05	-0.00061675	0.00065458	0.00035344	-0.00037691	0.00089419	-0.019007	0.082547	0.00033479	-0.033397	0.00016839	0.00065264	0.040241	-8.6592e-05	-0.00013731	-0.00059251	-0.00013371	0.00010131	-0.0015267	0.0071636	-0.096656	0.09915	0.069124	-0.13447	0.00074754	0.00023783	-0.023682	0.00038099	0.00016538	-0.00043829	0.0014181	-0.00084293	0.00069544	-7.2864e-05
EPAS1	0.00070693	0.00022614	0.00074592	-0.0033028	-0.0010296	-0.00096964	-0.00048929	0.00059847	0.00023723	-8.6228e-05	0.00021551	0.0026124	-0.14478	0.084813	-0.00033175	-0.0046853	0.018363	2.2219e-05	-0.0059958	-0.00046043	0.0001848	0.012805	0.024136	-0.04349	-0.00046483	-0.00041774	0.0075319	0.013325	-0.00035109	-0.022293	0.00092498	-0.00039602	-0.018345	-0.053855	0.015506	0.00045982	-0.00010448
MECP2	2.8715e-05	-0.039906	0.00039279	8.4377e-05	-0.0075639	-0.00049826	0.00027034	0.0004215	0.00032308	-0.00030317	-0.00079848	0.046969	-0.00033078	0.00018115	3.8339e-05	-0.0072522	-0.00070519	0.00019558	-9.9774e-07	0.00034767	0.00098496	0.040144	0.034783	0.00052177	-5.3613e-05	-2.4851e-05	-0.00023446	6.8158e-05	0.00057113	0.00032677	-0.00068913	0.000401	0.00083293	-0.00027918	0.00010536	-0.00027524	0.00091708
RXRA	-0.00051385	0.016567	0.042016	-0.0075816	-0.012838	0.032601	-0.0051026	-0.053005	-0.00028568	0.0029716	0.054131	-0.010168	0.16534	-0.037592	0.075727	0.00061367	-0.00086652	0.019394	0.00072709	0.04984	-0.016702	-0.00031304	0.023952	0.024215	-0.1004	0.005964	-0.00048973	-0.0026764	0.0002674	-0.00013555	0.031808	-0.00084813	-0.00099055	0.00045733	0.00049327	0.00066754	-0.00051866
RXRB	-0.00019881	0.00033673	0.0003705	-0.00050913	0	-6.1749e-05	-2.1982e-05	-0.00062213	-0.00013863	-0.00013863	2.3111e-05	-0.00012539	0.00065161	-4.7303e-05	0	0.00030461	6.3071e-06	-0.00029234	0.00079164	3.0203e-06	-0.052232	0.0006623	-0.00042482	-0.00014398	9.3444e-05	0.00069582	-0.00028406	-0.03047	-0.00070648	-0.00052416	0.00024247	0.00078713	0.00026468	0.00014496	-0.030143	-0.00056922	-0.00083167
SPIB	0.00016594	-0.0008965	5.8556e-05	0.0092028	-0.014513	-0.0006537	-0.0009186	0.037496	0.00066993	0.00087282	-0.011772	-0.034693	-0.18357	-0.00039342	-0.00032737	-0.00018449	-0.0003785	-0.00082906	0.0006138	0.00053739	-0.00029391	-0.00025559	-0.0008676	-0.00022294	-9.7176e-05	-0.00039298	-0.00018252	0.0002782	0.00044946	-0.00065358	-0.12563	0.0008999	0.00044805	0.00026168	-0.0006283	-0.00027263	-0.004339
LEF1	-0.0005192	-0.014429	0.000903	0.011108	0.00075894	-0.00022946	-0.090862	-1.1226e-05	0.1232	-0.011547	-0.10187	0.07477	-0.14955	-0.18827	-0.12747	0.00015372	0.0093127	-0.035638	-0.010608	0.0008706	0.0007813	0.00072337	-0.0071499	-0.00067414	0.07201	0.018464	-0.076296	-0.017648	0.058989	-0.00046855	-0.00097708	0.0068788	0.00077309	-0.00078552	-0.043858	-0.00061012	-0.0021763
LMO2	0.00090202	0.00087951	0.00099478	0.00071686	-0.00070817	-9.6909e-05	-9.6903e-05	-0.00026716	0.00077839	0.00090657	-0.00012442	-2.1576e-05	0.00012818	0.00012818	-0.00030521	0.00054614	0.0003728	-0.00035672	0.0020341	3.2021e-05	6.7475e-05	-0.00056629	2.7061e-05	0.14336	-0.14326	-0.0001344	-0.057632	0.00087076	0.00023799	-0.00086969	7.2445e-06	-0.00073673	0.12804	0.00072355	-0.00013019	0.00027618	-0.00072649
TP73	0.00060724	-0.00011231	-0.00096979	0.00037793	0.00043344	3.6527e-05	-0.00069105	0.00041112	-0.012788	0.0072633	-0.00084301	-0.00078229	0.00013884	0.00094628	0.00014117	0.041798	0.0010641	-0.00079315	0.00057232	0.00044985	-3.4357e-06	0.00031378	0.00079356	-0.00058365	-0.00029292	5.7643e-05	0.00035517	0.00052145	-6.3295e-06	-0.00024151	0.00079449	-0.00035383	-0.00032069	-0.00032329	0.00043853	-4.1328e-05	-0.00012905
ABT1	0.00081625	0.00025445	-0.00051844	0.00085668	-0.00027321	0.00018942	0.00018942	0.00018942	0.00025445	-0.00020164	1.8975e-05	0.00046849	-2.3482e-05	-0.00048652	-6.3213e-05	0.00027088	0.00014506	-0.00093301	0.0008837	0.055893	0	0.00060275	0.000602	-0.00057108	-4.173e-05	0.00025368	-0.00062473	-0.00025723	-1.2892e-05	0.0004455	-0.00020717	-0.00039558	-0.12132	-0.00086613	0.00047583	0.00022663	-3.1824e-06
PSMD9	-0.00016205	-0.00032639	0.00073545	-0.00060469	0.0073078	-0.00033114	0.00041775	-0.0078021	-0.0023777	0.00098473	-0.00073277	0.00013601	0.00061071	0.00024211	0.00027747	-0.00023947	-0.00059859	-0.00012878	-0.00066099	0.00051037	-3.7133e-05	0.00039057	-0.00034931	-0.00091424	-0.00020333	4.1712e-05	-0.00049804	0.00050242	0.02339	-0.00012743	-0.00065025	5.0208e-05	-0.00018377	-0.00010452	-0.00083556	-0.00041817	-0.00022678
HMGB2	0.0001424	0.00021712	-0.0005987	0.00023586	-7.0833e-06	0.00071918	-0.0006054	-0.00015713	-0.016535	0.00040643	-0.00033232	-0.0007707	-0.00078281	0.067157	0.025685	0.00056919	0.00085052	0.00081931	-0.025779	-0.02146	0.00015632	4.8335e-05	-0.00023819	-0.00066535	3.7453e-05	6.9565e-05	-0.00087882	0.00038296	-0.00092325	0.00041728	0.00035264	0.0037338	6.2373e-05	-0.0008105	1.7997e-05	-0.0073503	-0.00018258
CTNNB1	-0.00010441	5.4361e-06	0.00010441	0.00045768	0.075984	-0.18196	-0.037911	-0.027795	-0.010478	0.00010441	-0.02666	0.074528	0.078465	-1.8116e-05	-0.00061835	-0.00056717	0.091357	-0.021885	-0.033799	0.0004677	0.00043556	-0.0007959	-3.8744e-05	-0.011009	0.011475	-0.00068905	0.00078637	-0.00048309	-0.00044063	0.00048645	-0.012323	0.00041795	0.0128	0.011798	-0.00049392	-0.0005908	-0.00010222
ERF	-0.038642	-0.000637	-0.00012254	0.0034324	-0.03417	0.00061414	0.00055018	0.15417	0.00093888	0.00017429	-0.066824	0.00079296	-0.00060172	-0.0012315	0.00029403	-0.00010653	-0.0068607	-0.028	-0.00012254	-0.00048816	0.046942	-0.00026855	-0.00066031	0.00030711	-0.00015387	0.00057663	0.00035694	0.00017727	0.00066506	0.00021481	0.00062631	0.00062621	-0.00086763	-0.00020203	0.00012705	0.00035152	0.00075914
ERG	0.00094246	0.0001168	0.00070664	-3.6719e-05	0.00075508	-0.00018107	-0.10254	-0.000442	-0.010716	0.00075291	0.0011454	-0.0036106	0.11873	-0.0003017	0.011915	0.00016162	0.00084941	0.044941	7.7175e-05	0.00090837	-0.00047285	0.015282	0.00014653	5.857e-05	0.00095182	-7.3322e-05	-0.0007473	0.025986	-9.2827e-05	0.00042653	0.0010432	0.00032283	-0.12347	-0.00055375	6.8101e-05	-0.00079374	-0.047249
HAND2	-0.049545	0.00071376	0.00064087	0.00026216	0.00034796	0.00069548	-0.00026606	-0.00076701	0.00042588	-0.00043769	0.047711	-0.044185	-0.00048272	0.00032692	-0.020269	0.015683	0.0002831	0.017159	-0.0040766	0.00052921	-0.0097361	7.9714e-05	-0.0053191	0.0054522	-0.0004995	8.7947e-05	0.00078847	0.012182	0.00039466	-0.0002646	-0.00038453	-0.04699	0.039116	0.0012982	0.05145	0.00050472	-0.0039702
MITF	0.00015394	0.00018241	0.00028422	0.00042895	-0.00021703	0.00043818	0.005332	-0.0001568	-0.00016538	-5.0997e-05	0.13988	-0.019301	-0.0030936	-0.00045996	7.5651e-05	-0.00068134	0.00061429	0.005665	-0.00707	-0.0010048	-0.00030424	0.00082107	0.001512	-0.00069096	-0.00015293	0.000502	0.00023391	0.00054016	-0.00069096	0.00047354	-0.047466	0.00021003	-5.9956e-05	0.056032	0.00020283	-0.024676	-8.9146e-05
MYOG	0.0002995	0.0014017	-0.00054723	-0.00022728	-0.014635	0.0036557	0.077542	-0.0085452	-6.4088e-05	0.00071268	-0.00033261	0.00026853	-0.00053762	-0.00058797	0.016737	-0.019608	0.00054395	0.024011	-4.6643e-05	0.00033524	-0.0004803	-0.00080633	0.00029921	0.00021651	0.00021941	0.0076453	-0.010153	0.00069223	0.00024464	-0.14097	-0.00016151	0.00037418	0.00031416	0.00058392	-0.00017079	-0.00076745	0.098853
NFX1	0.00079229	0.00018717	-0.00039923	0.00089245	-0.00025428	-0.00078838	-0.00025886	0.0001323	-0.00055477	0.0007562	-0.0003874	0.00035611	0.00089423	0.00037198	-0.00030317	0.00093491	0.0003133	-0.00031337	0.000258	0.00054389	-0.0005624	0.00057697	-0.00024854	0.0061221	-4.4681e-05	-0.00034493	-0.0049359	0.10066	0.00085775	-0.00070984	-0.00051571	0.00026665	-0.00052945	-0.0005332	0.00033297	0.0004891	-0.00085135
